url|client_name|review_date|order_date|rating|comment
https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388201-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/842-taille_skis-100_cm|Chloé V.|19/12/2024|06/12/2024|5.0|Très bien
https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388201-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/842-taille_skis-100_cm|Delphine D.|09/04/2024|29/03/2024|4.0|skis en bon état, peu utilisés, assez rapides
https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388201-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/842-taille_skis-100_cm|Gregoire L.|09/12/2023|23/11/2023|5.0|Ancien mais ok
https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535186-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|Giacomo B.|10/10/2024|28/09/2024|5.0|tutto bene
https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535186-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|Client anonyme|23/10/2022|16/10/2022|4.0|impec
https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543945-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|Client anonyme|17/12/2024|01/12/2024|1.0|Trop usé et abîmé
https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543945-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|Marco S.|26/10/2024|12/10/2024|5.0|Let’s try on mountain
https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543945-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|Yoann T.|22/10/2024|08/10/2024|5.0|ski de qualité A très correcte
https://freeglisse.com/fr/ski-occasion-junior-performance/18451-536507-ski-occasion-junior-rossignol-hero-multi-event-junior-pro-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm|Benoit V.|23/09/2024|16/09/2024|5.0|Au top
https://freeglisse.com/fr/ski-occasion-junior-performance/19983-552558-ski-occasion-junior-salomon-s-race-jr-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm|François-Régis L.|13/11/2024|06/11/2024|3.0|Le produit est bon mais la sérigraphie est un peu abîmée, donc je l'aurai catégorisé en qualité B; Mais ça n'empêche pas de skier. La semelle et les carres sont très bon (farte et aiguisé comme il faut) et c'est ça le plus important
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Chloé V.|19/12/2024|06/12/2024|5.0|Très bien
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|GUSTAVO M.|07/04/2024|14/03/2024|3.0|no lo puedo valorar
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Christophe P.|30/01/2024|18/01/2024|4.0|super rapport qualité prix pour débuter
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Aurore D.|16/01/2024|03/01/2024|5.0|Super achat pour 29€ je m’attendais à des skis beaucoup plus animés. Ils sont en bon état. Pour un prix défiant toute concurrence. Avec les frais de ports deux fois moins cher qu’une semaine de location pour des skis eco sans chaussures.
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|BRUNO R.|20/12/2023|08/12/2023|5.0|Parfait
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Huy Ngoc N.|30/09/2023|17/09/2023|1.0|Pour un état de catégorie A, j'ai reçu des skis plutôt de catégorie C. Ils ne veulent pas admettre
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Client anonyme|08/03/2023|27/02/2023|5.0|parfait
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Client anonyme|31/01/2023|19/01/2023|4.0|Super
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Client anonyme|14/12/2022|30/11/2022|5.0|Super dans un état très correct pour son prix
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Client anonyme|09/03/2022|23/02/2022|4.0|Pas encore utilisé mais les skis sont en état correct vu le prix
https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c|Client anonyme|23/02/2022|13/02/2022|4.0|29€ LA PAIRE DE SKIS ROSSIGNOL EN B.E PRETS A SKIER AVEC LES CHAUSSURES SALOMON EN T.B.E A 25€ ET DES BATONS A 6€ SOIT MOINS QU' 1 SEMAINE EN LOCATION= SUPER RENTABLE SACHANT QU ON VA TS LES ANS AU SKI!  MERCI A VOUS
https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431309-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/909-taille_skis-167_cm|ALESSANDRO A.|08/12/2024|25/11/2024|5.0|Ho comprato i Rossignol hero elite e sono molto soddisfatto. Personale serio.
https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431309-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/909-taille_skis-167_cm|Client anonyme|26/11/2024|09/11/2024|1.0|Bonjour, ski en très mauvais état avec trous et marques visibles, certainement pas de catégorie A. Ce ski, dans son état actuel, peut valoir au maximum 350 euros
https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431309-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/909-taille_skis-167_cm|Manuel S.|07/12/2023|19/11/2023|2.0|An den Ski wurde kein Service an den Kanten gemacht
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Cédric C.|06/01/2025|25/12/2024|5.0|L'ensemble est parfait.
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|22/01/2022|09/01/2022|4.0|Etat correct
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|18/01/2022|06/01/2022|5.0|bien
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|23/12/2021|06/12/2021|5.0|Parfait
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|01/12/2021|17/11/2021|5.0|Tbien
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|16/11/2021|09/11/2021|4.0|Le matériel est en très bon état.
https://freeglisse.com/fr/ski-occasion-junior-performance/16974-514017-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm|Client anonyme|04/02/2023|27/01/2023|5.0|Parfait
https://freeglisse.com/fr/ski-occasion-adulte-performance/14601-146437-ski-occasion-rossignol-react-6-hp-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Linda Taous V.|16/01/2025|30/12/2024|3.0|Celle ci est aussi un peu abîmée sur le dessus
https://freeglisse.com/fr/ski-occasion-adulte-performance/14601-146437-ski-occasion-rossignol-react-6-hp-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|David I.|29/12/2024|15/12/2024|3.0|Es cierto que es calidad B, pero esperaba algo en mejor estado, tienen muchos arañazos.
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|30/01/2023|16/01/2023|4.0|Je n'ai pas encore pu les tester car pas de chaussure dispo a la vente pour la pointure. Mais les écailles semblent encore en bon etat
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|03/02/2022|20/01/2022|5.0|parfait, conforme à la description
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|30/01/2022|18/01/2022|5.0|Conforme
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|08/11/2021|31/10/2021|5.0|Superbe etat
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|21/02/2021|06/02/2021|5.0|Bon rapport qualité/prix
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|31/01/2021|24/01/2021|5.0|Conforme à la description, super
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|27/01/2021|22/01/2021|4.0|Pas déçue bien
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|27/01/2021|20/01/2021|5.0|Super pour le prix, ils ont déjà fait un tour de piste ce WE
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|24/01/2021|17/01/2021|5.0|Produit conforme à la description. Livraison sous 3 jours. Ma fille peut s'initier avec joie au ski de fond pour un prix tres correct. Parfait !
https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c|Client anonyme|18/01/2021|12/01/2021|5.0|Conforme
https://freeglisse.com/fr/ski-occasion-adulte-performance/16753-274874-ski-occasion-fischer-rc-one-77-xtr-fixation.html#/9-etat_du_materiel-qualite_b/906-taille_skis-164_cm|Javier F.|09/02/2024|01/02/2024|5.0|Cumplen las características indicadas en la descripción. Solo queda probarlos.
https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534180-ski-occasion-volkl-deacon-72-fixations.html#/3-etat_du_materiel-qualite_a/886-taille_skis-144_cm|FRANCOIS P.|01/12/2024|17/11/2024|3.0|Qualité limite b
https://freeglisse.com/fr/ski-occasion-junior-performance/12520-533873-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Arnaud F.|16/11/2023|09/11/2023|5.0|Ski nickel
https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm|Marie D.|25/02/2024|04/02/2024|5.0|Etat du produit conforme à mes attentes!
https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm|Peter K.|21/02/2024|09/02/2024|4.0|Gewählte Qualiät war C - Oberseite schon einige Abplatzer; Laufflächen und Kanten aber okay. Gutes Preis-Lestungs-Verhältnis
https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm|Client anonyme|09/02/2024|22/01/2024|1.0|Des skis pas chers c'est sûr mais quel état pitoyable !! Ok j'ai choisi categorie C et ça ne m'empêchera pas de skier mais qd-même !! A ce niveau c'est plutôt categorie Z !!! Il manque carrément  des morceaux sur le dessus des skis !! Une photo précise de l'état réel de la marchandise devrait être obligatoire.... bref... super déçue !
https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm|Elodie C.|22/01/2024|07/01/2024|5.0|Très bien
https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm|Eric L.|11/11/2023|28/10/2023|1.0|Pour des skis de 2022 pas en très bon état et le fartage est très moyen
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Fabrice B.|26/12/2024|01/12/2024|4.0|Correspond à ma commande
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Jonathan D.|09/01/2024|30/12/2023|5.0|Conforme à ce qui est annoncé
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Uta E.|01/01/2024|14/12/2023|5.0|Producto conforme a la descripción y correctamente preparado
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|30/01/2023|12/01/2023|5.0|à tester mais visuellement très bien
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|14/12/2022|01/12/2022|4.0|Bien
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|11/12/2022|28/11/2022|5.0|.super
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|23/02/2022|13/02/2022|3.0|Skis en état très moyen.
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|19/12/2021|04/12/2021|4.0|Bon état et bien préparé
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|09/11/2021|03/11/2021|5.0|Conforme
https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm|Client anonyme|13/10/2021|28/09/2021|5.0|Comforme à la description
https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502341-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm|Client anonyme|04/12/2024|21/11/2024|5.0|Skis conformes à la description et en état particulièrement bon
https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502341-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm|Charles C.|13/11/2024|05/11/2024|5.0|Parfait
https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502341-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm|Paul F.|12/09/2023|31/08/2023|5.0|conforme description
https://freeglisse.com/fr/ski-occasion-junior-loisir/14147-543650-ski-occasion-junior-salomon-qst-lux-jr-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm|LAURENT B.|23/10/2023|09/10/2023|5.0|Évidemment ce n'est pas du neuf. Produit acheté en qualité A , il n'y a rien à redire la qualité est au rendez-vous
https://freeglisse.com/fr/ski-occasion-adulte-performance/18966-434041-ski-occasion-rossignol-strato-edition-fixations.html#/3-etat_du_materiel-qualite_a/899-taille_skis-157_cm|Cedric C.|20/10/2024|05/10/2024|5.0|Ski comme neuf, vraiment agréablement surpris.
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Vicent A.|07/11/2024|27/10/2024|4.0|Las suelas de los esquín están perfectas y los cantos bien afilados. Estéticamente están un poco peor de lo que esperaba dado que elegí esquis de calidad A
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|ADRIÁN B.|25/02/2024|08/02/2024|4.0|Para ser clase A pensé que estarían mejor pero no me quejo
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|09/01/2023|27/12/2022|5.0|Produit conforme à la commande
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|23/10/2022|12/10/2022|5.0|Prodotto perfettamente in linea con quanto descritto sul sito
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|01/10/2022|25/09/2022|4.0|Quelques petites marques mais correct pour de l occasion
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|11/09/2022|04/09/2022|4.0|"État ok à la description.
Régler à la taille et au poids"
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|14/05/2022|07/05/2022|5.0|produit bon. Je suis satisfait
https://freeglisse.com/fr/ski-occasion-adulte-performance/16466-251539-ski-occasion-rossignol-react-6-compact-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm|Client anonyme|10/05/2022|03/05/2022|5.0|Difficile de faire une différence qualité A ou B, vivement la nouvelle saison de ski pour savoir si le choix était bon
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Julien M.|10/01/2025|28/12/2024|5.0|Bon état général,semelles et carres impeccables.
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Client anonyme|04/01/2025|04/12/2024|4.0|Muy buen estado . Todo perfecto.
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Yoann P.|01/01/2025|16/12/2024|4.0|Skis en état
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Adrian G.|28/11/2024|16/11/2024|3.0|User et pas qu’un peu
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Client anonyme|26/10/2024|16/10/2024|5.0|Affûtage et fartage propre
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Covincent S.|03/02/2024|22/01/2024|5.0|Comme décrit.
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Yoann D.|09/12/2023|25/11/2023|4.0|"Skis arrivés un peu abîmés sur les bords alors que ce sont des classe A 
Un peu déçu mais conforme"
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Robin D.|05/12/2023|22/11/2023|4.0|Correct bien que très très usés pour des skis de 2019.
https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16575-403861-ski-occasion-rossignol-experience-76-ci-ltd-fixations.html#/9-etat_du_materiel-qualite_b/896-taille_skis-154_cm|Thierry P.|12/08/2023|21/07/2023|5.0|Conforme
https://freeglisse.com/fr/ski-occasion-femme-loisir/20106-559077-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/898-taille_skis-156_cm|Christophe G.|28/11/2024|15/11/2024|5.0|Conformes à la description - ne reste plus qu'à les essayer...
